RefA,RefALink,RefB,RefBLink,Snippet
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Eggs.5.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Eggs.5.3.1",Likutei Moharan.61,https://www.sefaria.org.il/Likutei_Moharan.61,"ועל-כן גם זה הסימן אין סומכין עליו לבד (כמו שמבאר בשלחן ערוך), כי את זה לעמת זה, כי ג"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Eggs.5.5.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Eggs.5.5.1",Likutei Moharan.14,https://www.sefaria.org.il/Likutei_Moharan.14,". וכמו שנאמר על מאמר רבה בר בר חנה, פרסה ופלגא (בסימן יד) בהתורה להמשיך שלום וכו'. ועל-כן מרמז בביצים הסימן הנ""ל, ראשו"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Eggs.5.5.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Eggs.5.5.1",Likutei Moharan.85,https://www.sefaria.org.il/Likutei_Moharan.85," ופלגא (בסימן יד) בהתורה להמשיך שלום וכו'. ועל-כן מרמז בביצים הסימן הנ""ל, ראשו אחד כד ואחד חד, כי זה עקר טהרתם שיקוו תמיד לישועה, כמו "
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.1.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.1.1.1",Likutei Moharan.19,https://www.sefaria.org.il/Likutei_Moharan.19,"על פי התורה תפלה לחבקוק (בסימן י""ט) הנ""ל בהלכות שחיטה (הלכה ב') :"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.1.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.1.2.1",Likutei Moharan.407,https://www.sefaria.org.il/Likutei_Moharan.407,ו אסור. כי עיקר ההתחברות הא על ידי הבישול כמבוא בדברי רבינו נרו יאיר במקום אחר (בסימן אות ב) שאפיה ובישול הם בחינת הכנה אל החיבור והזווג. כי הבישול הוא מתקן המאכל וממתיקו ומכשירו שיהא ראוי 
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.1.4.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.1.4.1",Likutei Moharan.13,https://www.sefaria.org.il/Likutei_Moharan.13,"א') שזה בחינת תרגום כנ""ל שמשם בחינת החלב כנ""ל. ועל כן אין העוף טעון שחיטה כל כך כי אם בסימן אחד כנ""ל, ועל כן מותר מן התורה לבשלו בחלב, וגם מדרבנן אף על פי שאסור יש כמה קולות בעוף אפילו יותר מבשר "
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.2.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.2.1.1",Likutei Moharan%2C_Part_II.67,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.67","ל גדי בחלב אמו. כי כתב רבינו ז""ל במאמר המתחיל בראשית לעיני כל ישראל (בלקוטי מהר""ן תנינא סימן ס""ז) , שיש מאורי אור ויש מאורי אש וזה לעומת זה. כשמתגברים מאורי אור אזי נכנעין מאורי אש, וכן להיפך חס וש"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.3.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.3.1.1",Likutei Moharan.12,https://www.sefaria.org.il/Likutei_Moharan.12,"על פי המאמר על פסוק ואיה השה לעולה (בליקוטי מהר""ן סימן י""ב) המובא בהלכות תולעים (הלכה ג) עיין שם היטב:"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.1.3",Likutei Moharan.51,https://www.sefaria.org.il/Likutei_Moharan.51,"ור להיות זקן, הן חסיד זקן, הן צדיק זקן וכו' (שיחות הר""ן סימן נא). כי לא מבעיא מי שתעה מדרך הישר לגמרי ועושה מה שעושה רחמנא"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.1.6,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.1.6",Likutei Moharan.54,https://www.sefaria.org.il/Likutei_Moharan.54,"א. וכמו שכתב אדמו""ר ז""ל בהתורה 'ויהי מקץ – זכרון' (בסימן נד), עין שם מה שכתוב שם, שהשם יתברך מצמצם עצמו מאין סוף עד אין ת"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.2.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.2.1",Likutei Moharan.123,https://www.sefaria.org.il/Likutei_Moharan.123,"ין להם שום שכל כלל, כמו שפרש רבנו זכרונו לברכה, (בסימן קכג), על פסוק, ""עם נבל ולא חכם"", עמא דקבילו אוריתא ולא חכימו, שאי אפש"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.3.1",Likutei Moharan.22,https://www.sefaria.org.il/Likutei_Moharan.22,"-כן אסור לערבם יחד, כי מבאר בהתורה חותם בתוך חותם (בסימן כב), שיש בחינת נעשה ונשמע שהם בחינת שני הכתרים שזכו ישראל ב"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.4.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.4.1",Likutei Moharan.21,https://www.sefaria.org.il/Likutei_Moharan.21,"חלב הוא בחינת בושה, עין בהתורה עתיקא טמיר וסתים (בסימן כא), עין שם מה שמבאר באות ז על פסוק, ""תכלם שבעת ימים"", כי הכלמה "
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.4.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.4.2",Likutei Moharan%2C_Part_II.72,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.72","תברך. (כמו שפרש רבנו, זכרונו לברכה, במקום אחר, בלקוטי תנינא סימן עב), אף-על-פי-כן אסור לאדם שיהיה נשאר בזה, חס ושלום, רק צריך להתחז"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.4.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.4.2",Likutei Moharan.38,https://www.sefaria.org.il/Likutei_Moharan.38,"מו שאמר רבנו, זכרונו לברכה, בהתורה מרכבת פרעה (בסימן לח); שעזות דסטרא אחרא הוא זהמת הנחש, עין שם, וזה העזות דסטרא אח"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.17.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.17.1",Likutei Moharan.18,https://www.sefaria.org.il/Likutei_Moharan.18,"ים מאבנים טובות (וכמבאר בדברי רבנו, זכרונו לברכה, בהתורה קרטליתא בסימן יח, עין שם). על-כן מאלו האבנים טובות של החשן והאפוד שהם בחינת כח"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.23.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.23.1",Likutei Moharan.118,https://www.sefaria.org.il/Likutei_Moharan.118,"יחליף אותם בדבר האסור מן התורה שסימנם, חבי""ת, כמבאר בסימן קיח, כי חותם בתוך חותם נמשך מבחינת עזות דקדשה, שעל-ידי-זה מתקרב"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.4.23.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.4.23.1",Likutei Moharan.788,https://www.sefaria.org.il/Likutei_Moharan.788,"לים של ישראל מהם, כי אם על-ידי חותם בתוך חותם, שהוא סימן שהעזות דקדשה שהם מאכלי ישראל הם בשלמות, שמשם נמשך בחינת חותם ב"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.1.1",Likutei Moharan.30,https://www.sefaria.org.il/Likutei_Moharan.30,"על-פי התורה 'מישרא' בסימן ל, עין שם כל התורה:"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.1.3",Likutei Moharan%2C_Part_II.7,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.7","מו שמבאר בהתורה כי מרחמם ינהגם (בלקוטי תנינא, סימן ז). על מה שאמרו רבותינו זכרונם לברכה על פסוק, ""אשר אין חליפות למו"", "
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.8.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.8.1",Likutei Moharan.152,https://www.sefaria.org.il/Likutei_Moharan.152,"ן שספר הוא זכרונו לברכה, כשבא נשמה קדושה לעולם (בסימן קנב, לקוטי חלק א) וסים שם, ועל-ידי מסירת נפש אפשר לדבק וכו' (עין ש"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.9.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.9.2",Likutei Moharan.135,https://www.sefaria.org.il/Likutei_Moharan.135,"נ""ל, ועל-ידי-זה נתבטל קשוי הולדה, כמו שמבאר שם (בסימן קלה) שמדבר מהתורה הנ""ל, כי ההולדה בבחינת חתכו לארבע (כמו שמבא"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.29.6,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.29.6",Likutei Moharan.42,https://www.sefaria.org.il/Likutei_Moharan.42," וזה שנאמר בנחמות של ישעיה הנביא (בסימן מב, מג), שמחזקם מאד להתקרב לה' יתברך אחר כל מה שעשו, ""ה' חפץ למע"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Meat and Milk.5.35.6,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Meat_and_Milk.5.35.6",Likutei Moharan.42,https://www.sefaria.org.il/Likutei_Moharan.42," וזה שנאמר בנחמות של ישעיה הנביא (בסימן מב, מג), שמחזקם מאד להתקרב לה' יתברך אחר כל מה שעשו, ""ה' חפץ למע"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.1.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.1.1.1",Likutei Moharan.19,https://www.sefaria.org.il/Likutei_Moharan.19,על-פי התורה 'תפלה לחבקוק' בסימן יט הנזכר לעיל בהלכות שחיטה הלכה ב:
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.1.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.1.1.2",Likutei Moharan.29,https://www.sefaria.org.il/Likutei_Moharan.29,"ינת חלי נופל, רחמנא לצלן, הנאמר במאמר האי מאן וכו' (בסימן כט), כי מלכות פה בחינת שלמות לשון הקדש שהוא בחינת חוה אשה כנ""ל"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.1.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.1.3.1",Likutei Moharan.181,https://www.sefaria.org.il/Likutei_Moharan.181,"ור ולבטלו ממש, כמו שמובא בדברי רבנו, נרו יאיר, (בסימן קפא), כי יש כח בהנפשות כשמתקשרין על נפש אחד להכניעו ולהפילו. "
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.1.6.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.1.6.1",Likutei Moharan.181,https://www.sefaria.org.il/Likutei_Moharan.181,"חינת בטול ברב הנ""ל, כי כן מפרש בדברי רבנו הנ""ל (סימן קפא); שההתגברות שמתגברין הרב על היחיד על-ידי ההתקשרות, הוא על-י"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.1.6.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.1.6.1",Likutei Moharan.56,https://www.sefaria.org.il/Likutei_Moharan.56,"כל זה הוא בחינת מדרגות המלכות, כמובא בדברי רבנו (בסימן נו). נמצא, שבחינת אלף הוא מדרגה העליונה מכלם. ועל-כן אמרו, ""אפלו ב"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.1.6.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.1.6.1",Likutei Moharan.67,https://www.sefaria.org.il/Likutei_Moharan.67,"חד. שאז קשה להכניעם וכמובן מדברי רבנו, נרו יאיר, (בסימן סז) בענין התקשרות חלקי הכבוד הנ""ל, כי פזור לרשעים הנאה להן וכו'"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.2.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.2.1.2",Likutei Moharan%2C_Part_II.12,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.12"," לברכה, על פסוק, ""ואיה השה לעולה"" (בלקוטי תנינא, סימן יב), עין שם היטב, כי הוא ענין עמק ודק מאד מאד. והכלל, שכשנופלין, ח"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.3.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.3.1.2",Likutei Moharan%2C_Part_II.29,"https://www.sefaria.org.il/Likutei_Moharan,_Part_II.29","זכרונו לברכה, בספר הא""ב החדש ומובא בלקוטי תנינא (סימן כט), כשארע שאלה על-ידי תערבת אסור בהתר ואין בהתר לבטל את האסו"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.3.1.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.3.1.2",Likutei Moharan.423,https://www.sefaria.org.il/Likutei_Moharan.423,"ע שאלה על-ידי תערבת אסור בהתר ואין בהתר לבטל את האסור זה סימן שפגם ביחוד של מעלה, כי כל היחודים הם בחינת בטול האסור וכו' בחינת א"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.3.1.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.3.1.3",Likutei Moharan.13,https://www.sefaria.org.il/Likutei_Moharan.13,"ובא. וכמו שאמר רבינו ז""ל במאמר אשרי העם השגחה (סימן יג), עין שם. ועל-כן לא קבלו ישראל את התורה עד שבא יתרו ונתגיר ז"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.3.7.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.3.7.1",Likutei Moharan.17,https://www.sefaria.org.il/Likutei_Moharan.17,"ע שנתהפך לטוב, כמובא בדברי רבנו, זכרונו לברכה (סימן יז), שזהו בחינת הגרים שמתגירין, כמו שאמרו רבותינו זכרונם לבר"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Mixtures.5.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Mixtures.5.1.1",Likutei Moharan.59,https://www.sefaria.org.il/Likutei_Moharan.59,"בטול האסור בששים מבאר היטב בהתורה 'היכל הקדש' סימן נט לקוטי חלק א, עין שם:"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Non Jewish Food.1.1.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Non_Jewish_Food.1.1.1",Likutei Moharan.19,https://www.sefaria.org.il/Likutei_Moharan.19,"על-פי התורה 'תפלה לחבקוק' בסימן יט הנזכר לעיל בהלכות שחיטה, הלכה ב:"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Non Jewish Food.1.3.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Non_Jewish_Food.1.3.1",Likutei Moharan.29,https://www.sefaria.org.il/Likutei_Moharan.29,"א זכה נעשה רש, עין שם במאמר ""האי מאן דאזל למינסב"" (בסימן כט), כי כשאוכל מאכלי עכו""ם שהוא בחינת פגם הברית, פגם הדמים של הש"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Non Jewish Food.1.4.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Non_Jewish_Food.1.4.1",Likutei Moharan.29,https://www.sefaria.org.il/Likutei_Moharan.29,"קדש, בחינת תקון הברית, כמבאר במאמר האי מאן וכו' (בסימן כט). ועקר השלמות תלוי בלשון תרגום בחינת תורה שבעל פה, שזה בח"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Non Jewish Food.1.6.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Non_Jewish_Food.1.6.1",Likutei Moharan.23,https://www.sefaria.org.il/Likutei_Moharan.23,"ת עבודה זרה אנפין חשוכין. וכמובן מהמאמר צוית צדק (בסימן כג), שאפלו מי שמרויח ממון בקדשה אי אפשר לו להרויח עד שיעבר ד"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Non Jewish Food.1.6.2,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Non_Jewish_Food.1.6.2",Likutei Moharan.13,https://www.sefaria.org.il/Likutei_Moharan.13,"מובא במאמר ""אשרי העם"", המדבר מהשגחה בשלמותה (בסימן יג), עין שם, כי על-ידי הצדקה שמשברת תאות ממון ומתקנת המשא ומ"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Non Jewish Food.1.7.1,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Non_Jewish_Food.1.7.1",Likutei Moharan.69,https://www.sefaria.org.il/Likutei_Moharan.69,"ש, כי שם שרש נפשו, כמבאר בדברי רבנו, נרו יאיר, (בסימן סט), שכל נכסי אדם שהן העשירות, שם שרש הנפש, עין שם. וזה שבקש "
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Non Jewish Food.1.8.3,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Non_Jewish_Food.1.8.3",Likutei Moharan.11,https://www.sefaria.org.il/Likutei_Moharan.11,"ינת ולא יכנף עוד מוריך, כמובא במאמר אני ה' הוא שמי (בסימן יא). וכשחס ושלום, הרע מתגבר, עד שיונקים מן התרגום בחינת עץ הדעת"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Non Jewish Food.1.8.4,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Non_Jewish_Food.1.8.4",Likutei Moharan.56,https://www.sefaria.org.il/Likutei_Moharan.56," הסתרה בתוך הסתרה, כמובא במאמר וביום הבכורים (סימן נו). ועל-כן אז נעשה מומר, שהוא שוה לעכו""ם, כי נופל בבחינת הסתרה בת"
Likutei Halakhot%2C_Yoreh Deah%2C_Laws of Non Jewish Food.1.8.4,"https://www.sefaria.org.il/Likutei_Halakhot,_Yoreh_Deah,_Laws_of_Non_Jewish_Food.1.8.4",Likutei Moharan.11,https://www.sefaria.org.il/Likutei_Moharan.11,"נ""ל. וזה בחינת מה שאמר רבנו במאמר אני ה' הוא שמי (בסימן יא); שיש שני בחינות בשמירת הברית, בחינת משבת לשבת, ובחינת זו"
